/* DATA DESCRIPTION:
Citation:	Ravenek, Janneke; Mommer, Liesje; de Kroon, Hans (2017): Standing belowground plant biomass from the Jena Experiment (Main Experiment, year 2011). PANGAEA, https://doi.org/10.1594/PANGAEA.880323, 
	In: Bessler, Holger; Engels, Christof; Ravenek, Janneke; Mommer, Liesje; de Kroon, Hans; Oram, Natalie; Chen, Hongmei; Weigelt, Alexandra; Luo, Guangjuan; Meyer, Sebastian Tobias (2017): Collection of data on belowground plant biomass and morphological root parameters in the Jena Experiment. PANGAEA, https://doi.org/10.1594/PANGAEA.880330
Abstract:	This data set contains measurements of standing belowground plant biomass. Data presented here is from the Main Experiment plots of a large grassland biodiversity experiment (the Jena Experiment; see further details below). In the Main experiment, 82 grassland plots of 20 x 20 m were established from a pool of 60 species belonging to four functional groups (grasses, legumes, tall and small herbs). In May 2002, varying numbers of plant species from this species pool were sown into the plots to create a gradient of plant species richness (1, 2, 4, 8, 16 and 60 species) and functional richness (1, 2, 3, 4 functional groups). Plots were maintained in general by bi-annual weeding and mowing. Since 2010, plots were weeded three times per year. Plot size was reduced to 5 x 6 m since 2010.
	In 2011, standing root biomass was sampled in June. Three (two in few cases because of stones) soil cores with a 3.5 cm diameter per plot were taken to 40 cm depth and pooled plot-wise. The cores were immediately stored cool until further handling. The bulk material of the pooled cores was weighed and cut with scissors to < 1 cm pieces. For root washing, the bulk sample was soaked in water and then repeatedly rinsed with tap water over a 0.5 mm sieve. Remaining soil particles were removed by hand. Roots were dried at 60 - 70 °C and weighed subsequently. In 2011, soil cores were separated in depth increments of 0-5, 5-10, 10-20, 20-30 and 30 - 40 cm depth and the corresponding layers were pooled plot-wise. Roots were not seperated in coarse (diameter > 2 mm) and fine roots and only total root biomass is shown in this dataset.
Related to:	Ravenek, Janneke; Bessler, Holger; Engels, Christof; Scherer-Lorenzen, Michael; Gessler, Arthur; Gockele, Annette; De Luca, Enrica; Temperton, Vicky; Ebeling, Anne; Roscher, Christiane; Schmid, Bernhard; Weisser, Wolfgang; Wirth, Christian; de Kroon, Hans; Weigelt, Alexandra; Mommer, Liesje (2014): Long-term study of root biomass in a biodiversity experiment reveals shifts in diversity effects over time. Oikos, 123(12), 1528-1536, https://doi.org/10.1111/oik.01502
Further details:	Plot information of the Jena Main Experiment (URI: http://store.pangaea.de/Publications/Jena_Experiment/PlotInformationMainExperiment.txt)
	Treatment description (URI: http://store.pangaea.de/Publications/Jena_Experiment/TreatmentDefinitionsJuly2012.pdf)
Project(s):	The Jena Experiment (JenExp) (URI: http://www.the-jena-experiment.de/)
Coverage:	LATITUDE: 50.946100 * LONGITUDE: 11.611300
	DATE/TIME START: 2011-01-01T00:00:00 * DATE/TIME END: 2011-12-31T00:00:00
	MINIMUM DEPTH, soil: 0.025 m * MAXIMUM DEPTH, soil: 0.350 m
Event(s):	JenExp_2011 (Jena Experiment 2011) * LATITUDE: 50.946100 * LONGITUDE: 11.611300 * DATE/TIME START: 2011-01-01T00:00:00 * DATE/TIME END: 2011-12-31T00:00:00 * LOCATION: Thuringia, Germany * DEVICE: Experiment (EXP)
Comment:	The Main experiment on the field site of the Jena Experiment comprises a split-plot design in which additional treatments (e.g. no weeding allowing for invasion of other species, or application of fertilizer) have been applied to subplots along the outer margin of the plots (see Treatment description in the section "further details"). While in this dataset only data from the core area (mown and weeding of all none-sown species twice a year, no additional treatments) is reported, all potential treatments are listed as the first parameters in the data file to guarantee compatibility with other datasets that include different treatments. 
	There are two types of missing values contained in the dataset. Empty cells represent missing values that result from the design of the experiment when the respective value does not occur and could thus not be measured. For example, in the columns of species-specific biomass cells are left blank, when the species was not sown into the respective plot. Missing values that resulted from methodological problems, sampling errors, or lost samples/data are marked with "-9999".
	This dataset is part of a collection of measurements of belowground plant biomass and morphological root parameters in the Jena Experiment. Similar data from other experiments (e.g. Main Experiment, Dominance Experiment; see details above), other years, or other methods quantifying related data might be available (https://doi.pangaea.de/10.1594/PANGAEA.880330).
Parameter(s):	Experimental plot (Experimental plot) * COMMENT: Detailed explanations of plots and the plant diversity gradient are provided in the section further details.
	Depth, soil, minimum [m] (Depth soil min)
	Depth, soil, maximum [m] (Depth soil max)
	DEPTH, soil [m] (Depth soil) * GEOCODE
	Date/time start (Date/time start) * COMMENT: of sampling campaign
	Date/time end (Date/time end) * COMMENT: of sampling campaign
	Treatment: mowing (Treat mow) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Treatment: weeding (Treat weed) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Treatment: weeding history (Treat weed hist) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Treatment: seed addition (Treat seed add) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Treatment: fertilizing (Treat fert) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Treatment: drought (Treat drought) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Treatment: above ground: pesticide (Treat above ground pest) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Treatment: below pesticide (Treat below pest) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Treatment: molluscide (Treat mollus) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Treatment: nematicide (Treat nema) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Treatment: eartworm exclosure (Treat eartworm excl) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Treatment: phytometers (Treat phyto) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Treatment: special (Treat special) * COMMENT: Detailed explanations of treatments are provided in the section further details.
	Root, biomass belowground [mg/cm**3] (Root biom belowgr)
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	7790 data points
*/
Experimental plot	Depth soil min [m]	Depth soil max [m]	Depth soil [m]	Date/time start	Date/time end	Treat mow	Treat weed	Treat weed hist	Treat seed add	Treat fert	Treat drought	Treat above ground pest	Treat below pest	Treat mollus	Treat nema	Treat eartworm excl	Treat phyto	Treat special	Root biom belowgr [mg/cm**3]
B1A17	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.77
B1A17	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.35
B1A18	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.70
B1A18	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.74
B1A18	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.46
B1A18	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.39
B1A18	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.17
B1A19	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	6.17
B1A19	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.13
B1A19	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.72
B1A19	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.27
B1A19	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.22
B1A20	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.20
B1A20	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.15
B1A20	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.44
B1A20	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.49
B1A20	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.73
B1A21	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.83
B1A21	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.27
B1A21	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.54
B1A21	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.28
B1A21	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.10
B1A22	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	7.89
B1A22	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	-9999.00
B1A22	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.06
B1A22	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.41
B1A22	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.48
B2A01	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.55
B2A01	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.08
B2A01	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.85
B2A01	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.55
B2A01	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.31
B2A02	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	8.41
B2A02	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.81
B2A02	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.66
B2A02	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.42
B2A02	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.36
B2A03	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	15.55
B2A03	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.30
B2A03	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.16
B2A03	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.08
B2A03	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.64
B2A04	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.27
B2A04	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.89
B2A04	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.27
B2A04	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.10
B2A04	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.14
B2A05	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.74
B2A05	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.50
B2A05	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.67
B2A05	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.51
B2A05	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.14
B2A06	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.10
B2A06	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.58
B2A06	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.26
B2A06	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.29
B2A06	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.14
B2A08	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	7.50
B2A08	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.14
B2A08	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.69
B2A08	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.36
B2A08	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.09
B2A09	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.71
B2A09	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.07
B2A09	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.03
B2A09	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.52
B2A09	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.19
B2A10	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	5.25
B2A10	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.34
B2A10	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	3.04
B2A10	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.24
B2A10	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.68
B2A12	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.43
B2A12	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.51
B2A12	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.64
B2A12	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.70
B2A12	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.19
B2A13	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.90
B2A13	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.71
B2A13	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.73
B2A13	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.30
B2A13	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.16
B2A14	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.62
B2A14	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.76
B2A14	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.18
B2A14	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.63
B2A14	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.19
B2A15	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.13
B2A15	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.30
B2A15	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.10
B2A15	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.12
B2A15	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.15
B2A16	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.34
B2A16	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.95
B2A16	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.43
B2A16	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.24
B2A16	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.65
B2A17	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.93
B2A17	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.90
B2A17	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.46
B2A17	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.27
B2A17	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.39
B2A18	0.00	0.05	0.025	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	2.93
B2A18	0.05	0.10	0.075	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.47
B2A18	0.10	0.20	0.150	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	1.16
B2A18	0.20	0.30	0.250	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.95
B2A18	0.30	0.40	0.350	2011-06-27	2011-06-30	mown2	weededALL	AAAAA.AA	seed0	fert0	roof0	agspray0	bgspray0	molgrain0	nemgrain0	ewex0	phyto0	special0	0.28
